source,Hearing #,Date,Hearing/Report,Year,Congress,Type,Committee1,Committee2,Category1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-03-10T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-03-25T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-05-19T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-05-20T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-06-17T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-06-23T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-07-09T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-07-15T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-07-30T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-08-04T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-09-22T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-10-01T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-10-29T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-12-01T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2015-12-02T00:00:00,Nominations,2015,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2016-02-11T00:00:00,Nominations,2016,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2016-03-10T00:00:00,Nominations,2016,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2016-06-08T00:00:00,Nominations,2016,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2016-06-21T00:00:00,Nominations,2016,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2016-07-13T00:00:00,Nominations,2016,114,Hearing,212,,1
Nominations,S. Hrg. 114-612 - Nomination Hearings of the 114th Congress,2016-09-20T00:00:00,Nominations,2016,114,Hearing,212,,1
"Nominations (Immediately Following ""Assessing the Colombia Peace Process: The Way Forward in U.S.-Colombia Relations"" Subcommittee Hearing)",,2017-08-02T00:00:00,"Nominations (Immediately Following ""Assessing the Colombia Peace Process: The Way Forward in U.S.-Colombia Relations"" Subcommittee Hearing)",2017,115,Hearing,212,,1
"Nominations (Immediately Following ""South Sudan's Conflict and Famine"" Subcommittee Hearing)",,2017-07-26T00:00:00,"Nominations (Immediately Following ""South Sudan's Conflict and Famine"" Subcommittee Hearing)",2017,115,Hearing,212,,1
Nominations (Immediately following Business Meeting),,2017-09-19T00:00:00,Nominations (Immediately following Business Meeting),2017,115,Hearing,212,,1
"Nominations - Carson, O’Connor, Weiler",,2016-02-25T00:00:00,"Nominations - Carson, O’Connor, Weiler",2016,114,Hearing,204,,1
"Nominations - Conger, Welby, Starzak, & Parker",S. Hrg. 114-567 - NOMINATION OF HONORABLE ASHTON B. CARTER TO BE SECRETARY OF DEFENSE,2015-11-19T00:00:00,"Nominations - Conger, Welby, Starzak, & Parker",2015,114,Hearing,204,,1
Nominations - Kehler-Ham,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-11-18T00:00:00,Nominations - Kehler-Ham,2010,111,Hearing,204,,1
"Nominations - Lettre, Camarillo, Sparks, & Tidd",S. Hrg. 114-567 - NOMINATION OF HONORABLE ASHTON B. CARTER TO BE SECRETARY OF DEFENSE,2015-12-09T00:00:00,"Nominations - Lettre, Camarillo, Sparks, & Tidd",2015,114,Hearing,204,,1
"Nominations - Murphy, Davidson, & Disbrow",S. Hrg. 114-567 - NOMINATION OF HONORABLE ASHTON B. CARTER TO BE SECRETARY OF DEFENSE,2015-12-15T00:00:00,"Nominations - Murphy, Davidson, & Disbrow",2015,114,Hearing,204,,1
Nominations - Petraeus,"S. Hrg. 111-896 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 111TH CONGRESS",2010-06-29T00:00:00,Nominations - Petraeus,2010,111,Hearing,204,,1
Nominations - Scaparrotti-Robinson,,2016-04-21T00:00:00,Nominations - Scaparrotti-Robinson,2016,114,Hearing,204,,1
Nominations - Vickers-Rooney,"S. Hrg. 112-419 - Nominations Before the Senate Armed Services Committee, First Session, 112th Congress",2011-02-15T00:00:00,Nominations - Vickers-Rooney,2011,112,Hearing,204,,1
"Nominations - Votel, Thomas",,2016-03-09T00:00:00,"Nominations - Votel, Thomas",2016,114,Hearing,204,,1
Nominations -- Behler - Winslow - Modly - Geurts,,2017-11-07T00:00:00,Nominations -- Behler - Winslow - Modly - Geurts,2017,115,Hearing,204,,1
"Nominations -- Bingen, Karem, Rapuano",,2017-05-18T00:00:00,"Nominations -- Bingen, Karem, Rapuano",2017,115,Hearing,204,,1
Nominations -- Davidson - O’Shaughnessy,,2018-04-17T00:00:00,Nominations -- Davidson - O’Shaughnessy,2018,115,Hearing,204,,1
Nominations -- Esper - Wilkie - Kernan - Roberts,,2017-11-02T00:00:00,Nominations -- Esper - Wilkie - Kernan - Roberts,2017,115,Hearing,204,,1
Nominations -- Gibson - Lord - Niemeyer - Donovan,,2017-07-18T00:00:00,Nominations -- Gibson - Lord - Niemeyer - Donovan,2017,115,Hearing,204,,1
Nominations -- Griffin - Bayer - Henderson - Roper,,2018-01-18T00:00:00,Nominations -- Griffin - Bayer - Henderson - Roper,2018,115,Hearing,204,,1
Nominations -- Kurta - McPherson - Maggs,,2017-11-14T00:00:00,Nominations -- Kurta - McPherson - Maggs,2017,115,Hearing,204,,1
Nominations -- McMahon - James - Jette - Manasco,,2017-11-09T00:00:00,Nominations -- McMahon - James - Jette - Manasco,2017,115,Hearing,204,,1
Nominations -- Nakasone - Park - White,,2018-03-01T00:00:00,Nominations -- Nakasone - Park - White,2018,115,Hearing,204,,1
Nominations -- Ney - Fahey - Ayres - Gordon-Hagerty,,2018-02-08T00:00:00,Nominations -- Ney - Fahey - Ayres - Gordon-Hagerty,2018,115,Hearing,204,,1
"Nominations -- Norquist, Daigle, McCusker",,2017-05-09T00:00:00,"Nominations -- Norquist, Daigle, McCusker",2017,115,Hearing,204,,1
Nominations -- Porter - Stewart - Anderson - Slavonic - Verdon,,2018-05-10T00:00:00,Nominations -- Porter - Stewart - Anderson - Slavonic - Verdon,2018,115,Hearing,204,,1
Nominations -- Rood - Schriver,,2017-11-16T00:00:00,Nominations -- Rood - Schriver,2017,115,Hearing,204,,1
Nominations -- Shaffer - Daigle - McMahon - Wardynski - Beehler,,2018-08-21T00:00:00,Nominations -- Shaffer - Daigle - McMahon - Wardynski - Beehler,2018,115,Hearing,204,,1
Nominations -- Trachtenberg - West - McCarthy - Stimson,,2017-07-12T00:00:00,Nominations -- Trachtenberg - West - McCarthy - Stimson,2017,115,Hearing,204,,1
"Nominations -- Waldhauser, Lengyel",,2016-06-21T00:00:00,"Nominations -- Waldhauser, Lengyel",2016,114,Hearing,204,,1
Nominations Hearing,,2018-05-16T00:00:00,Nominations Hearing,2018,115,Hearing,207,,1
Nominations Hearing,,2018-06-20T00:00:00,Nominations Hearing,2018,115,Hearing,207,,1
Nominations Hearing,,2018-07-26T00:00:00,Nominations Hearing,2018,115,Hearing,207,,1
Nominations Hearing,,2018-08-23T00:00:00,Nominations Hearing,2018,115,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-1084 - Nominations to the Department of Commerce and the Federal Maritime Commission,2010-11-30T00:00:00,Nominations Hearing,2010,111,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-357 - Nominations of Mignon L. Clyburn and Meredith Attwell Baker to the Federal Communications Commission,2009-07-15T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-408 - Nominations to the Executive Office of the President and the Department of Commerce,2009-02-12T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-418 - Nominations to the Department of Transportation, the Department of Commerce, and the Executive...",2009-04-21T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-429 - Nominations to the Department of Transportation, the Executive Office of the President, and the...",2009-05-19T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-446 - Nomination of Inez M. Tenenbaum to Be Chairman and Commissioner for the Consumer Product Safety...,2009-06-16T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-487 - Nominations to the Department of Transportation, the Surface Transportation Board, the National...",2009-07-29T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-489 - Nominations to the Department of Commerce and the Consumer Product Safety Commission,2009-08-05T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-495 - Nominations of Anne Ferro and Cynthia L. Quarterman to the U.s. Department of Transportation,2009-09-23T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-501 - Nominations Of: Eric L. Hirshhorn, Marisa Lago, and Steven L. Jacques",2009-11-05T00:00:00,Nominations Hearing,2009,111,Hearing,205,,1
Nominations Hearing,"S. Hrg. 111-507 - Nominations to the Department of Homeland Security, the Department of Commerce, and Nasa",2009-10-15T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-514 - Nominations to the Executive Office of the President, the Department of Commerce, the Ntsb, and...",2009-11-18T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-519 - Nominations to the Department of Transportation, the Department of Commerce, the Federal Trade...",2009-12-15T00:00:00,Nominations Hearing,2009,111,Hearing,207,,1
Nominations Hearing,S. Hrg. 111-646 - Nominations to the Department of Transportation,2010-01-26T00:00:00,Nominations Hearing,2010,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 111-770 - Nominations Of: NOMINATIONS OF: KEVIN WOLF, SURESH KUMAR, DAVID W. MILLS, DOUGLAS A. CRISCITELLO...",2010-01-21T00:00:00,Nominations Hearing,2010,111,Hearing,205,,1
Nominations Hearing,"S. Hrg. 111-827 - Nominations to the U.s. Coast Guard, the Department of Commerce, the National Transportation...",2010-03-18T00:00:00,Nominations Hearing,2010,111,Hearing,207,,1
Nominations Hearing,"S. Hrg. 112-149 - Nominations to the Executive Office of the President, Department of Transportation, Department of...",2011-03-10T00:00:00,Nominations Hearing,2011,112,Hearing,207,,1
Nominations Hearing,"S. Hrg. 112-206 - Nominations Of: Luis A. Aguilar, Daniel M. Gallagher, Jr., Anthony Frank D'agostino, and Gregory...",2011-06-14T00:00:00,Nominations Hearing,2011,112,Hearing,205,,1
Nominations Hearing,S. Hrg. 112-248 - Nominations of John Bryson and Terry Garcia to the U.s. Department of Commerce,2011-06-21T00:00:00,Nominations Hearing,2011,112,Hearing,207,,1
Nominations Hearing,"S. Hrg. 112-321 - Nominations Of: Martin J. Gruenberg, Thomas J. Curry, and S. Roy Woodall",2011-07-26T00:00:00,Nominations Hearing,2011,112,Hearing,205,,1
Nominations Hearing,"S. Hrg. 112-326 - Nominations Of: Alan B. Krueger, David A. Montoya, and Cyrus Amir-Mokri",2011-09-22T00:00:00,Nominations Hearing,2011,112,Hearing,205,,1
Nominations Hearing,"S. Hrg. 112-381 - Nominations Of: Maurice A. Jones, Carol J. Galante, and Thomas M. Hoenig",2011-11-17T00:00:00,Nominations Hearing,2011,112,Hearing,205,,1
Nominations Hearing,S. Hrg. 112-469 - Nominations to the U.s. Department of Commerce and the Federal Trade Commission,2011-11-15T00:00:00,Nominations Hearing,2011,112,Hearing,207,,1
Nominations Hearing,S. Hrg. 112-480 - Nominations of Jessica Rosenworcel and Ajit Pai to the Federal Communications Commission,2011-11-30T00:00:00,Nominations Hearing,2011,112,Hearing,207,,1
Nominations Hearing,"S. Hrg. 112-631 - Nominations to the Executive Office of the President, the Consumer Product Safety Commission, and...",2012-05-10T00:00:00,Nominations Hearing,2012,112,Hearing,207,,1
Nominations Hearing,"S. Hrg. 112-752 - Nominations Of: Jerome H. Powell, Jeremy C. Stein, Jeremiah O. Norton, Richard B. Berner, and...",2012-03-20T00:00:00,Nominations Hearing,2012,112,Hearing,205,,1
Nominations Hearing,"S. Hrg. 112-802 - Nominations to the Department of Transportation, Department of Commerce, the Federal...",2012-12-04T00:00:00,Nominations Hearing,2012,112,Hearing,207,,1
Nominations Hearing,S. Hrg. 113-119 - Nomination of Mayor Anthony Foxx to Be Secretary of the U.s. Department of Transportation,2013-05-22T00:00:00,Nominations Hearing,2013,113,Hearing,207,,1
Nominations Hearing,S. Hrg. 113-13 - Nominations Of: Richard Cordray and Mary Jo White,2013-03-12T00:00:00,Nominations Hearing,2013,113,Hearing,205,,1
Nominations Hearing,"S. Hrg. 113-485 - Nominations of Lourdes Maria Castro Ramirez, of California, to Be Assistant Secretary for Public...",2014-11-13T00:00:00,Nominations Hearing,2014,113,Hearing,205,,1
Nominations Hearing,"S. Hrg. 113-528 - NOMINATIONS TO THE U.S. DEPARTMENT OF COMMERCE, THE U.S. DEPARTMENT OF TRANSPORTATION, AND THE...",2014-06-11T00:00:00,Nominations Hearing,2014,113,Hearing,207,,1
Nominations Hearing,"S. Hrg. 113-53 - Nominations Of: Melvin L. Watt, Jason Furman, Kara M. Stein, Michael S. Piwowar, and Richard T...",2013-06-27T00:00:00,Nominations Hearing,2013,113,Hearing,205,,1
Nominations Hearing,S. Hrg. 113-619 - NOMINATION OF PENNY PRITZKER TO BE SECRETARY OF THE U.S. DEPARTMENT OF COMMERCE,2013-05-23T00:00:00,Nominations Hearing,2013,113,Hearing,207,,1
Nominations Hearing,S. Hrg. 113-620 - NOMINATIONS TO THE U.S. COAST GUARD AND THE CONSUMER PRODUCT SAFETY COMMISSION,2014-04-08T00:00:00,Nominations Hearing,2014,113,Hearing,207,,1
Nominations Hearing,S. Hrg. 113-665 - NOMINATION OF THOMAS E. WHEELER TO BE CHAIRMAN OF THE FEDERAL COMMUNICATIONS COMMISSION,2013-06-18T00:00:00,Nominations Hearing,2013,113,Hearing,207,,1
Nominations Hearing,S. Hrg. 113-91 - Nominations Of: Wanda Felton and Katherine M. O'regan,2013-09-10T00:00:00,Nominations Hearing,2013,113,Hearing,205,,1
Nominations Hearing,"S. Hrg. 114-162 - NOMINATIONS OF: ADEWALE O. ADEYEMO, AMIAS MOORE GERETY, AND JAY N. LERNER",2015-09-29T00:00:00,Nominations Hearing,2015,114,Hearing,205,,1
Nominations Hearing,"S. Hrg. 114-223 - NOMINATIONS OF MATTHEW RHETT JEPPSON, OF FLORIDA, TO BE DIRECTOR OF THE U.S. MINT; LISA M...",2016-03-15T00:00:00,Nominations Hearing,2016,114,Hearing,205,,1
Nominations Hearing - Multiple Nominations Considered,S. Hrg. 114-208 - NOMINATIONS TO THE SURFACE TRANSPORTATION BOARD. AND THE FEDERAL MARITIME COMMISSION,2015-05-06T00:00:00,Nominations Hearing - Multiple Nominations Considered,2015,114,Hearing,207,,1
"Nominations Hearing: Harden, Tonsager, Reed, Shaw","S. Hrg. 111-244 - Hearing to Consider the Nominations of Krysta Harden, Pearlie S. Reed, Rajiv J. Shah, and Dallas...",2009-05-07T00:00:00,"Nominations Hearing: Harden, Tonsager, Reed, Shaw",2009,111,Hearing,202,,1
Nominations of David C. Tryon to be Chief Counsel for Advocacy of the Small Business Administration and Hannibal M. Ware to be Inspector General of the Small Business Administration.,S. Hrg. 115-272 - Nominations of David C. Tryon to Be Chief Counsel for Advocacy of the Small Business...,2018-02-14T00:00:00,Nominations of David C. Tryon to be Chief Counsel for Advocacy of the Small Business Administration and Hannibal M. Ware to be Inspector General of the Small Business Administration.,2018,115,Hearing,219,,1
Nominations of Krysta Harden and Robert Bonnie (Business Meeting),,2013-07-25T00:00:00,Nominations of Krysta Harden and Robert Bonnie (Business Meeting),2013,113,Meeting,202,,9
"Nominations of Timothy G. Massad, Sharon Y. Bowen & J. Christopher Giancarlo","S. Hrg. 113-555 - COMMODITY FUTURES TRADING COMMISSION NOMINATIONS OF TIMOTHY G. MASSAD, SHARON Y. BOWEN AND J...",2014-03-06T00:00:00,"Nominations of Timothy G. Massad, Sharon Y. Bowen & J. Christopher Giancarlo",2014,113,Hearing,202,,1
Nominations to the Privacy and Civil Liberties Oversight Board,S. Hrg. 112-920 - NOMINATIONS TO THE PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,2012-04-18T00:00:00,Nominations to the Privacy and Civil Liberties Oversight Board,2012,112,Hearing,217,,1
"Nominations--Work, McCord, Wormuth, McKeon, Shear, Rosenbach","S. Hrg. 113-611 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 113TH CONGRESS",2014-02-25T00:00:00,"Nominations--Work, McCord, Wormuth, McKeon, Shear, Rosenbach",2014,113,Hearing,204,,1
Nominations: Ambassador to the Czech Republic & U.S. ASEAN Rep,,2014-05-15T00:00:00,Nominations: Ambassador to the Czech Republic & U.S. ASEAN Rep,2014,113,Hearing,212,,1
"Nominations: Ambassadors to Jordan, Djibouti, Bahamas & USAID Asst. Admin",,2014-05-13T00:00:00,"Nominations: Ambassadors to Jordan, Djibouti, Bahamas & USAID Asst. Admin",2014,113,Hearing,212,,1
"Nominations: Ambassadors to Qatar, Iraq, and Honduras",,2014-06-11T00:00:00,"Nominations: Ambassadors to Qatar, Iraq, and Honduras",2014,113,Hearing,212,,1
"Nominations: Ambassadors to the Republic of Korea, to the Socialist Republic of Vietnam, to the People's Democratic Republic of Algeria & Asst. Administrator, of the Bureau of Asia, USAID",,2014-06-17T00:00:00,"Nominations: Ambassadors to the Republic of Korea, to the Socialist Republic of Vietnam, to the People's Democratic Republic of Algeria & Asst. Administrator, of the Bureau of Asia, USAID",2014,113,Hearing,212,,1
"Nominations: Austin, Rodriguez","S. Hrg. 113-270 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, FIRST SESSION, 113TH CONGRESS",2013-02-14T00:00:00,"Nominations: Austin, Rodriguez",2013,113,Hearing,204,,1
"Nominations: Creedon, Carson, LaPlante","S. Hrg. 113-611 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, SECOND SESSION, 113TH CONGRESS",2014-01-16T00:00:00,"Nominations: Creedon, Carson, LaPlante",2014,113,Hearing,204,,1
"Nominations: Creedon, Estevez","S. Hrg. 112-419 - Nominations Before the Senate Armed Services Committee, First Session, 112th Congress",2011-07-19T00:00:00,"Nominations: Creedon, Estevez",2011,112,Hearing,204,,1
"Nominations: Dempsey, Winnefeld","S. Hrg. 113-270 - NOMINATIONS BEFORE THE SENATE ARMED SERVICES COMMITTEE, FIRST SESSION, 113TH CONGRESS",2013-07-18T00:00:00,"Nominations: Dempsey, Winnefeld",2013,113,Hearing,204,,1
