DATE,NAME,COMMITTEE,CATEGORY
2009-12-10,EXAMINING THE STATE OF JUDICIAL RECUSALS AFTER CAPERTON v. A.T. MASSEY,House Committee on Judiciary,Fact Finding
2009-12-10,"TO CONSIDER POSSIBLE IMPEACHMENT OF UNITED STATES DISTRICT JUDGE G. THOMAS PORTEOUS, JR. (PART III)",House Committee on Judiciary,Legislative
2009-12-10,TRIBAL LAW AND ORDER ACT OF 2009,House Committee on Judiciary,Legislative
2009-12-08,"TO CONSIDER POSSIBLE IMPEACHMENT OF UNITED STATES DISTRICT JUDGE G. THOMAS PORTEOUS, JR. (PART II)",House Committee on Judiciary,Legislative
2009-11-19,TRANSPARENCY AND INTEGRITY IN CORPORATE MONITORING,House Committee on Judiciary,Legislative
2009-11-17,"TO CONSIDER POSSIBLE IMPEACHMENT OF UNITED STATES DISTRICT JUDGE G. THOMAS PORTEOUS, JR. (PART I)",House Committee on Judiciary,Legislative
2009-11-17,TOO BIG TO FAIL: THE ROLE FOR BANKRUPTCY AND ANTITRUST LAW IN FINANCIAL REGULATION REFORM (PART II),House Committee on Judiciary,Fact Finding
2009-11-06,"TO AMEND TITLE 18, UNITED STATES CODE, TO INCLUDE CONSTRICTOR SNAKES OF THE SPECIES PYTHON GENERA AS AN INJURIOUS ANIMAL",House Committee on Judiciary,Field
2009-11-05,COMBATING ORGANIZED RETAIL CRIME,House Committee on Judiciary,Fact Finding
2009-10-29,RACIAL DISPARITIES IN THE CRIMINAL JUSTICE SYSTEM,House Committee on Judiciary,Fact Finding
2009-10-27,LEGAL SERVICES CORPORATION,House Committee on Judiciary,Legislative
2009-10-22,TOO BIG TO FAIL: THE ROLE FOR BANKRUPTCY AND ANTITRUST LAW IN FINANCIAL  REGULATION REFORM (PART I),House Committee on Judiciary,Fact Finding
2009-10-20,GIRLS IN THE JUVENILE JUSTICE SYSTEM: STRATEGIES TO HELP GIRLS ACHIEVE THEIR FULL POTENTIAL,House Committee on Judiciary,Fact Finding
2009-10-08,HEALTH INSURANCE INDUSTRY ENFORCEMENT ACT OF 2009,House Committee on Judiciary,Legislative
2009-09-30,CYBERBULLYING AND OTHER ONLINE SAFETY ISSUES FOR CHILDREN,House Committee on Judiciary,Fact Finding
2009-09-29,CRIME VICTIMS RIGHTS ACT OF 2004,House Committee on Judiciary,Legislative
2009-09-23,AN UNDUE HARDSHIP? DISCHARGING EDUCATIONAL DEBT IN BANKRUPTCY,House Committee on Judiciary,Fact Finding
2009-09-23,EXPANSION OF TOP LEVEL DOMAINS AND ITS EFFECT ON COMPETITION,House Committee on Judiciary,Fact Finding
2009-09-22,REAUTHORIZATION OF THE INNOCENCE PROTECTION ACT,House Committee on Judiciary,Legislative
2009-09-15,MANDATORY BINDING ARBITRATION: IS IT FAIR AND VOLUNTARY?,House Committee on Judiciary,Fact Finding
2009-09-10,COMPETITION AND COMMERCE IN DIGITAL BOOKS,House Committee on Judiciary,Fact Finding
2009-09-09,ROLE OF THE LENDING INDUSTRY IN THE HOME FORECLOSURE CRISIS,House Committee on Judiciary,Fact Finding
2009-07-28,MEDICAL DEBT: IS OUR HEALTHCARE SYSTEM BANKRUPTING AMERICANS?,House Committee on Judiciary,Fact Finding
2009-07-27,EXECUTIVE ACCOUNTABILITY ACT OF 2009,House Committee on Judiciary,Legislative
2009-07-22,OVER-CRIMINALIZATION OF CONDUCT/ OVER-FEDERALIZATION OF CRIMINAL LAW,House Committee on Judiciary,Fact Finding
2009-07-22,RAMIFICATIONS OF AUTO INDUSTRY BANKRUPTCIES (PART III),House Committee on Judiciary,Fact Finding
2009-07-21,FEDERAL BUREAU OF PRISONS OVERSIGHT,House Committee on Judiciary,Policy
2009-07-21,RAMIFICATIONS OF AUTO INDUSTRY BANKRUPTCIES (PART II),House Committee on Judiciary,Fact Finding
2009-07-14,BIOLOGICS AND BIOSIMILARS: BALANCING INCENTIVES FOR INNOVATION,House Committee on Judiciary,Fact Finding
2009-07-14,MANDATORY MINIMUMS AND UNINTENDED CONSEQUENCES,House Committee on Judiciary,Fact Finding
2009-07-09,HOME FORECLOSURES: WILL VOLUNTARY MORTGAGE MODIFICATION HELP FAMILIES SAVE THEIR HOMES? (PART I),House Committee on Judiciary,Fact Finding
2009-07-09,TRENDS AFFECTING MINORITY BROADCAST OWNERSHIP,House Committee on Judiciary,Fact Finding
2009-07-08,NATIONAL PRISON RAPE ELIMINATION COMMISSION REPORT AND STANDARDS,House Committee on Judiciary,Policy
2009-06-25,"ACCOUNTABILITY, TRANSPARENCY, AND UNIFORMITY IN CORPORATE DEFERRED AND NON-PROSECUTION AGREEMENTS",House Committee on Judiciary,Agency Conduct
2009-06-16,BANKRUPTCY JUDGESHIP NEEDS,House Committee on Judiciary,Fact Finding
2009-06-11,EQUAL JUSTICE FOR OUR MILITARY ACT OF 2009,House Committee on Judiciary,Legislative
2009-06-09,CELL TAX FAIRNESS ACT OF 2009,House Committee on Judiciary,Legislative
2009-06-09,JUVENILE JUSTICE ACCOUNTABILITY AND IMPROVEMENT ACT OF 2009,House Committee on Judiciary,Policy
2009-06-04,INDIGENT REPRESENTATION: A GROWING NATIONAL CRISIS,House Committee on Judiciary,Legislative
2009-06-04,SUNSHINE IN LITIGATION ACT OF 2009,House Committee on Judiciary,Legislative
2009-06-03,PAY TO DELAY: ARE PATENT SETTLEMENTS THAT DELAY GENERIC DRUG MARKET ENTRY ANTICOMPETITIVE?,House Committee on Judiciary,Policy
2009-06-03,TO CONSIDER POSSIBLE IMPEACHMENT OF UNITED STATES DISTRICT JUDGE SAMUEL B. KENT OF THE SOUTHERN DISTRICT OF TEXAS,House Committee on Judiciary,Legislative
2009-05-21,RAMIFICATIONS OF AUTO INDUSTRY BANKRUPTCIES (PART I),House Committee on Judiciary,Fact Finding
2009-05-21,UNFAIRNESS IN FEDERAL COCAINE SENTENCING: IS IT TIME TO CRACK THE 100 TO 1 DISPARITY?,House Committee on Judiciary,Fact Finding
2009-05-20,FEDERAL BUREAU OF INVESTIGATION,House Committee on Judiciary,Fact Finding
2009-05-19,RAILROAD ANTITRUST ENFORCEMENT ACT OF 2009,House Committee on Judiciary,Legislative
2009-05-14,DEPARTMENT OF JUSTICE WITH ATTORNEY GENERAL ERIC HOLDER,House Committee on Judiciary,Fact Finding
2009-05-13,NATIONAL RESEARCH COUNCIL'S PUBLICATION `STRENGTHENING FORENSIC SCIENCE IN THE UNITED STATES: A PATH FORWARD',House Committee on Judiciary,Fact Finding
2009-05-06,ESCALATING VIOLENCE IN MEXICO AND THE SOUTHWEST BORDER AS A RESULT OF THE ILLICIT DRUG TRADE,House Committee on Judiciary,Field
2009-05-05,FEDERAL ARBITRATION ACT: IS THE CREDIT CARD INDUSTRY USING IT TO QUASH LEGAL CLAIMS?,House Committee on Judiciary,Fact Finding
2009-04-30,PATENT REFORM ACT OF 2009,House Committee on Judiciary,Legislative
2009-04-28,"BYE BYE BARGAINS? RETAIL PRICE FIXING, THE LEEGIN DECISION AND ITS IMPACT ON CONSUMER PRICES",House Committee on Judiciary,Fact Finding
2009-04-21,"A NEW AGE FOR NEWSPAPERS: DIVERSITY OF VOICES, COMPETITION AND THE INTERNET",House Committee on Judiciary,Fact Finding
2009-04-02,CONSUMER DEBT: ARE CREDIT CARDS BANKRUPTING AMERICANS?,House Committee on Judiciary,Fact Finding
2009-04-02,PUBLIC SAFETY AND CIVIL RIGHTS IMPLICATIONS OF STATE AND LOCAL ENFORCEMENT OF FEDERAL IMMIGRATION LAWS,House Committee on Judiciary,Policy
2009-04-01,PROPOSALS TO FIGHT FRAUD AND PROTECT TAXPAYERS,House Committee on Judiciary,Legislative
2009-03-31,JAMES ZADROGA 9/11 HEALTH AND COMPENSATION ACT OF 2009,House Committee on Judiciary,Legislative
2009-03-31,VoIP: WHO HAS JURISDICTION TO TAX IT?,House Committee on Judiciary,Policy
2009-03-26,REPRESENTATION OF INDIGENT DEFENDANTS IN CRIMINAL CASES: A CONSTITUTIONAL CRISIS IN MICHIGAN AND OTHER STATES?,House Committee on Judiciary,Field
2009-03-24,CARMELO RODRIGUEZ MILITARY MEDICAL ACCOUNTABILITY ACT OF 2009,House Committee on Judiciary,Legislative
2009-03-19,"TREATMENT OF LATIN AMERICANS OF JAPANESE DESCENT, EUROPEAN AMERICANS, AND JEWISH REFUGEES DURING WORLD WAR II",House Committee on Judiciary,Fact Finding
2009-03-17,`TOO BIG TO FAIL?': THE ROLE OF ANTITRUST LAW IN GOVERNMENT-FUNDED CONSOLIDATION IN THE BANKING INDUSTRY,House Committee on Judiciary,Fact Finding
2009-03-11,"CIRCUIT CITY UNPLUGGED: WHY DID CHAPTER 11 FAIL TO SAVE 34,000 JOBS?",House Committee on Judiciary,Fact Finding
2009-03-10,PERFORMANCE RIGHTS ACT,House Committee on Judiciary,Legislative
2009-03-10,SEX OFFENDER NOTIFICATION AND REGISTRATION ACT (SORNA): BARRIERS TO TIMELY COMPLIANCE BY STATES,House Committee on Judiciary,Legislative
2009-02-26,COMPETITION IN THE TICKETING AND PROMOTION INDUSTRY,House Committee on Judiciary,Fact Finding
2009-02-25,"COPYRIGHT LICENSING IN A DIGITAL AGE: COMPETITION, COMPENSATION AND THE NEED TO UPDATE THE CABLE AND SATELLITE TV LICENSES",House Committee on Judiciary,Fact Finding
2009-02-12,LIBEL TOURISM,House Committee on Judiciary,Policy
2009-02-11,"YOUTH VIOLENCE: TRENDS, MYTHS, AND SOLUTIONS",House Committee on Judiciary,Fact Finding
2009-02-04,MIDNIGHT RULEMAKING: SHEDDING SOME LIGHT,House Committee on Judiciary,Legislative
2009-01-22,"HELPING FAMILIES SAVE THEIR HOMES IN BANKRUPTCY ACT OF 2009, AND THE EMERGENCY HOMEOWNERSHIP AND EQUITY PROTECTION ACT",House Committee on Judiciary,Legislative
2009-01-04,LEGAL ISSUES RELATING TO FOOTBALL HEAD INJURIES (PART I & II),House Committee on Judiciary,Fact Finding
2018-09-26,"LEGISLATIVE HEARING ON H.R. 6344, TO AMEND THE ENDANGERED SPECIES ACT OF 1973 TO ENCOURAGE VOLUNTARY CONSERVATION EFFORTS, ``LOCAL ACT OF 2018''; ...... ``PETITION ACT OF 2018''",House Committee on Natural Resources,Legislative
2018-09-17,HISTORIC LEASING IN THE NATIONAL PARK SYSTEM: ASSESSING CHALLENGES AND BUILDING ON SUCCESSES,House Committee on Natural Resources,Fact Finding
2018-09-10,THE FEDERAL COLUMBIA RIVER POWER SYSTEM: THE ECONOMIC LIFEBLOOD AND WAY OF LIFE FOR THE PACIFIC NORTHWEST,House Committee on Natural Resources,Fact Finding
2018-09-05,"LEGISLATIVE HEARING ON H.R. 6583, TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO CONVEY CERTAIN LANDS AND FACILITIES OF THE BIG SAND WASH PROJECT, UTAH, ``BIG SAND WASH PROJECT TITLE TRANSFER ACT''; AND H.R. 6652, TO DIRECT THE SECRETARY OF THE INTERIOR TO CONVEY CERTAIN FACILITIES, EASEMENTS, AND RIGHTS-OF-WAY TO THE KENNEWICK IRRIGATION DISTRICT, AND FOR OTHER PURPOSES",House Committee on Natural Resources,Legislative
2018-07-25,OVERSIGHT HEARING ON MANAGEMENT CRISIS AT THE PUERTO RICO ELECTRIC POWER AUTHORITY AND IMPLICATIONS FOR RECOVERY,House Committee on Natural Resources,Fact Finding
2018-03-06,OVERSIGHT HEARING ON EXPLORING INNOVATIVE SOLUTIONS TO REDUCE THE DEPARTMENT OF THE INTERIOR'S MAINTENANCE BACKLOG,House Committee on Natural Resources,Fact Finding
2017-11-29,OVERSIGHT HEARING ON MODERNIZING NEPA FOR THE 21ST CENTURY,House Committee on Natural Resources,Policy
2017-11-14,OVERSIGHT HEARING ON THE NEED FOR TRANSPARENT FINANCIAL ACCOUNTABILITY IN TERRITORIES' DISASTER RECOVERY EFFORTS,House Committee on Natural Resources,Agency Conduct
2017-11-07,EXAMINING CHALLENGES IN PUERTO RICO'S RECOVERY AND THE ROLE OF THE FINANCIAL OVERSIGHT AND MANAGEMENT BOARD,House Committee on Natural Resources,Fact Finding
2017-10-25,OVERSIGHT HEARING ON EMPOWERING STATE BASED MANAGEMENT SOLUTIONS FOR GREATER SAGE GROUSE RECOVERY,House Committee on Natural Resources,Fact Finding
2017-07-19,"H.R. 424, ``GRAY WOLF STATE MANAGEMENT ACT OF 2017''; H.R. 717, ``LISTING REFORM ACT''; H.R. 1274, ``STATE, TRIBAL, AND LOCAL SPECIES TRANSPARENCY AND RECOVERY ACT''; H.R. 2603, ``SAVING AMERICA'S ENDANGERED SPECIES ACT'' OR ``SAVES ACT''; AND H.R. 3131, ``ENDANGERED SPECIES LITIGATION REASONABLENESS ACT''",House Committee on Natural Resources,Legislative
2017-05-24,OVERSIGHT HEARING ON EXAMINING IMPACTS OF FEDERAL NATURAL RESOURCES LAWS GONE ASTRAY,House Committee on Natural Resources,Fact Finding
2017-03-28,ESA CONSULTATION IMPEDIMENTS TO ECONOMIC AND INFRASTRUCTURE DEVELOPMENT,House Committee on Natural Resources,Policy
2016-04-19,OVERSIGHT HEARING ON RECENT CHANGES TO ENDANGERED SPECIES CRITICAL HABITAT DESIGNATION AND IMPLEMENTATION,House Committee on Natural Resources,Policy
2016-04-13,"LEGISLATIVE HEARING ON DISCUSSION DRAFT, H.R., ``PUERTO RICO OVERSIGHT, MANAGEMENT, AND ECONOMIC STABILITY ACT (PROMESA)''",House Committee on Natural Resources,Legislative
2016-03-01,EXAMINING THE DEPARTMENT OF THE INTERIOR'S SPENDING PRIORITIES AND THE PRESIDENT'S FISCAL YEAR 2017 BUDGET PROPOSAL,House Committee on Natural Resources,Legislative
2016-02-25,OVERSIGHT HEARING ON THE U.S. DEPARTMENT OF THE TREASURY'S ANALYSIS OF THE SITUATION IN PUERTO RICO,House Committee on Natural Resources,Fact Finding
2015-12-14,"LEGISLATIVE FIELD HEARING ON H.R. 3734, TO AMEND THE SURFACE MINING CONTROL AND RECLAMATION ACT OF 1977 TO PROVIDE SUPPORT TO MINING SCHOOLS, AND FOR OTHER PURPOSES, ``MINING SCHOOLS ENHANCEMENT ACT''",House Committee on Natural Resources,Legislative
2015-09-17,JOINT OVERSIGHT HEARING ON EPA'S ANIMAS SPILL,House Committee on Natural Resources,Agency Conduct
2015-07-22,OVERSIGHT HEARING ON AN ANALYSIS OF THE OBAMA ADMINISTRATION'S SOCIAL COST OF CARBON,House Committee on Natural Resources,Fact Finding
2015-06-25,HOW OUR WELFARE SYSTEM CAN DISCOURAGE WORK,House Committee on Natural Resources,Fact Finding
2015-05-19,OVERSIGHT HEARING ON EMPOWERING STATE MANAGEMENT OF GREATER SAGE GROUSE,House Committee on Natural Resources,Fact Finding
2015-05-13,OVERSIGHT HEARING ON THE OBAMA ADMINISTRATION'S CEQ RECENTLY REVISED DRAFT GUIDANCE FOR GHG EMISSIONS AND THE EFFECTS OF CLIMATE CHANGE,House Committee on Natural Resources,Policy
2015-04-22,INNOVATIONS IN SAFETY SINCE THE 2010 MACONDO INCIDENT,House Committee on Natural Resources,Fact Finding
2015-04-22,"OVERSIGHT HEARING ON THE OBAMA ADMINISTRATION'S PART 83 REVISIONS AND HOW THEY MAY ALLOW THE INTERIOR DEPARTMENT TO CREATE TRIBES, NOT RECOGNIZE THEM",House Committee on Natural Resources,Policy
2014-09-10,"LEGISLATIVE HEARING ON H.R. 5412, TO FACILITATE AND STREAMLINE THE BUREAU OF RECLAMATION PROCESS FOR CREATING OR EXPANDING SURFACE WATER STORAGE UNDER RECLAMATION LAW, ``BUREAU OF RECLAMATION SURFACE WATER STORAGE STREAMLINING ACT''",House Committee on Natural Resources,Policy
2014-09-10,"THE STATUS OF THE FISH AND WILDLIFE SERVICE'S RESPONSES TO COMMITTEE SUBPOENAS AND THE CONTINUED LACK OF TRANSPARENCY ABOUT ITS IMPLEMENTATION AND ENFORCEMENT OF AMERICAN WILDLIFE LAWS, AND OVERSIGHT OF THE DEPARTMENT OF THE INTERIOR'S SOLICITOR'S OFFICE",House Committee on Natural Resources,Policy
2014-07-29,"H.R. 596, ``PUBLIC LANDS RENEW- ABLE ENERGY DEVELOPMENT ACT OF 2013''; H.R. 1363, ``EXPLORING FOR GEOTHERMAL ENERGY ON FEDERAL LANDS ACT''; AND H.R. 2004, ``GEOTHERMAL PRODUCTION EXPANSION ACT OF 2013''",House Committee on Natural Resources,Legislative
2014-06-24,"OVERSIGHT HEARING ON NEW FEDERAL SCHEMES TO SOAK UP WATER AUTHORITY: IMPACTS ON STATES, WATER USERS, RECREATION AND JOBS",House Committee on Natural Resources,Fact Finding
2014-03-26,COLLISION COURSE: OVERSIGHT OF THE OBAMA ADMINISTRATION'S ENFORCEMENT APPROACH FOR AMERICA'S WILDLIFE LAWS AND ITS IMPACT ON DOMESTIC ENERGY,House Committee on Natural Resources,Policy
2014-02-05,"LEGISLATIVE HEARING ON H.R. 3981, TO DIRECT THE SECRETARY OF THE INTERIOR TO ALLOW FOR PREPAYMENT OF REPAYMENT CONTRACTS BETWEEN THE UNITED STATES AND WATER USERS, TO PROVIDE SURFACE WATER STORAGE ENHANCEMENT, AND FOR OTHER PURPOSES. ``ACCELERATED REVENUE, REPAYMENT, AND SURFACE WATER STORAGE ENHANCEMENT ACT''; H.R. 3980, TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO COORDINATE FEDERAL AND STATE PERMITTING PROCESSES RELATED TO THE CONSTRUCTION OF NEW SURFACE WATER STORAGE PROJECTS ON LANDS UNDER THE JURISDICTION OF THE SECRETARY OF THE INTERIOR AND THE SECRETARY OF AGRICULTURE AND TO DESIGNATE THE BUREAU OF RECLAMATION AS THE LEAD AGENCY FOR PERMIT PROCESSING, AND FOR OTHER PURPOSES. ``WATER SUPPLY PERMITTING COORDINATION ACT''; AND DISCUSSION DRAFT, TO AMEND THE SECURE WATER ACT OF 2009 TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO IMPLEMENT A SURFACE WATER STORAGE ENHANCEMENT PROGRAM, AND FOR OTHER PURPOSES.",House Committee on Natural Resources,Legislative
2014-01-14,"OVERSIGHT OF THE OBAMA ADMIN- ISTRATION'S QUESTIONABLE AP- PLICATION OF SEQUESTRATION TO THE SECURE RURAL SCHOOLS PROGRAM AND THE COSTS TO STATES, LOCAL ECONOMIES, AND RURAL SCHOOL CHILDREN",House Committee on Natural Resources,Policy
2014-01-10,OVERSIGHT HEARING ON THE SCIENCE BEHIND DISCOVERY: SEISMIC EXPLORATION AND THE FUTURE OF THE ATLANTIC OUTER CONTINENTAL SHELF,House Committee on Natural Resources,Fact Finding
2014-01-09,OVERSIGHT HEARING ON OBAMA ADMINISTRATION'S WAR ON COAL: THE RECENT REPORT BY THE OFFICE OF THE INSPECTOR GENERAL,House Committee on Natural Resources,Agency Conduct
2013-12-12,"OVERSIGHT HEARING ON ESA DECISIONS BY CLOSED-DOOR SETTLEMENT: SHORT- CHANGING SCIENCE, TRANSPARENCY, PRIVATE PROPERTY, AND STATE AND LOCAL ECONOMIES",House Committee on Natural Resources,Agency Conduct
2013-12-09,"OVERSIGHT FIELD HEARING ON THE FUTURE OF THE U.S.-CANADA COLUMBIA RIVER TREATY, BUILDING ON 60 YEARS OF COORDINATED POWER GENERATION AND FLOOD CONTROL",House Committee on Natural Resources,Field
2013-12-05,"H.R. 1604, MAP IT ONCE, USE IT MANY TIMES ACT AND H.R. 916, FEDERAL LAND ASSET INVENTORY REFORM ACT OF 2013",House Committee on Natural Resources,Legislative
2013-11-21,"H.R. 3286, PROTECTING STATES OPENING NATIONAL PARKS ACT; H.R. 3294, STATE-RUN FEDERAL LANDS ACT; H.R. 3311, PROVIDE ACCESS AND RETAIN CONTINUITY (PARC) ACT; H.R. 3492, RIVER PADDLING PROTECTION ACT; AND H.R. 915, THE PEACE CORPS COMMEMORATION ACT",House Committee on Natural Resources,Legislative
2013-10-29,OVERSIGHT HEARING ON A ROADMAP FOR INCREASING OUR WATER AND HYDROPOWER SUPPLIES: THE NEED FOR NEW AND EXPANDED MULTI-PURPOSE SURFACE STORAGE FACILITIES,House Committee on Natural Resources,Policy
2013-10-29,"THREATS, INTIMIDATION AND BULLYING BY FEDERAL LAND MANAGING AGENCIES",House Committee on Natural Resources,Fact Finding
2013-10-16,AS DIFFICULT AS POSSIBLE: THE NATIONAL PARK SERVICE'S IMPLEMENTATION OF THE GOVERNMENT SHUTDOWN,House Committee on Natural Resources,Fact Finding
2013-10-10,EPA VS. AMERICAN MINING JOBS: THE OBAMA ADMINISTRATION'S REGULATORY ASSAULT ON THE ECONOMY,House Committee on Natural Resources,Policy
2013-10-10,"LEGISLATIVE HEARING ON H.R. 3176, TO REAUTHORIZE THE RECLAMATION STATES EMERGENCY DROUGHT RELIEF ACT OF 1991, AND FOR OTHER PURPOSES; H.R. 3189, WATER RIGHTS PROTECTION ACT",House Committee on Natural Resources,Legislative
2013-10-03,"H.R. 298, H.R. 1167, H.R. 1259, H.R. 1633, H.R. 1846, H.R. 2015, H.R. 2259, H.R. 2657, H.R. 2954, AND H.R. 3188",House Committee on Natural Resources,Legislative
2013-09-19,EXECUTIVE BRANCH STANDARDS FOR LAND-IN-TRUST DECISIONS FOR GAMING PURPOSES,House Committee on Natural Resources,Meeting/Markup
2013-09-11,REAUTHORIZATION OF THE MAGNUSON-STEVENS FISHERY CONSERVATION AND MANAGEMENT ACT,House Committee on Natural Resources,Fact Finding
2013-09-10,SCHOOL TRUST LANDS OWNERSHIP WITHIN FEDERAL CONSERVATION AREAS,House Committee on Natural Resources,Fact Finding
2013-09-04,"STATE AND LOCAL EFFORTS TO PROTECT SPECIES, JOBS, PROPERTY, AND MULTIPLE USE AMIDST A NEW WAR ON THE WEST PART 1 AND 2",House Committee on Natural Resources,Field
2013-08-02,"H.R. 2824, PREVENTING GOVERNMENT WASTE AND PROTECTING COAL MINING JOBS IN AMERICA",House Committee on Natural Resources,Fact Finding
2013-08-01,TRANSPARENCY AND SOUND SCIENCE GONE EXTINCT?: THE IMPACTS OF THE OBAMA ADMINISTRATION'S CLOSED-DOOR SETTLEMENTS ON ENDANGERED SPECIES AND PEOPLE,House Committee on Natural Resources,Closed
2013-07-25,"H.R. 2728, PROTECTING STATES' RIGHTS TO PROMOTE AMERICAN ENERGY SECURITY ACT",House Committee on Natural Resources,Legislative
2013-07-23,WAR ON JOBS: EXAMINING THE OPERATIONS OF THE OFFICE OF SURFACE MINING AND THE STATUS OF THE STREAM BUFFER ZONE RULE,House Committee on Natural Resources,Fact Finding
2013-07-17,"A WASHINGTON, DC-BASED BUREAUCRATIC INVENTION WITH POTENTIAL WATER CONSERVATION AND PROPERTY RIGHTS IMPACTS: THE NATIONAL BLUEWAYS ORDER",House Committee on Natural Resources,Fact Finding
2013-07-17,"OVERSIGHT HEARING ON THE DEPARTMENT OF THE INTERIOR OPERATIONS, MANAGEMENT, AND RULEMAKINGS",House Committee on Natural Resources,Fact Finding
2013-07-11,AMERICA'S HELIUM SUPPLY: OPTIONS FOR PRODUCING MORE HELIUM FROM FEDERAL LANDS,House Committee on Natural Resources,Policy
2013-07-11,OVERSIGHT HEARING ON ``WILDFIRE AND FOREST MANAGEMENT'',House Committee on Natural Resources,Fact Finding
2013-07-09,"MINING IN AMERICA: POWDER RIVER BASIN COAL MINING, THE BENEFITS AND CHALLENGES",House Committee on Natural Resources,Field
2013-07-09,OVERSIGHT HEARING ON THE PUBLIC IMPACT OF CLOSING AMENITIES AT YOSEMITE NATIONAL PARK,House Committee on Natural Resources,Fact Finding
2013-06-27,MANAGEMENT OF RED SNAPPER IN THE GULF OF MEXICO UNDER THE MAGNUSON- STEVENS FISHERY CONSERVATION AND MANAGEMENT ACT,House Committee on Natural Resources,Field
2013-06-27,"OUTDOOR RECREATION OPPORTUNITIES ON STATE, LOCAL AND FEDERAL LANDS",House Committee on Natural Resources,Fact Finding
2013-06-18,CITIZEN AND AGENCY PERSPECTIVES ON THE FEDERAL LANDS RECREATION ENHANCEMENT ACT,House Committee on Natural Resources,Fact Finding
2013-06-06,"H.R. 2231, OFFSHORE ENERGY AND JOBS ACT PART 1 AND 2",House Committee on Natural Resources,Legislative
2013-06-04,"OVERSIGHT HEARING ON ``DEFINING SPECIES CONSERVATION SUCCESS: TRIBAL, STATE AND LOCAL STEWARDSHIP VS. FEDERAL COURTROOM BATTLES AND SUE-AND- SETTLE PRACTICES.''",House Committee on Natural Resources,Fact Finding
2013-05-22,"H.R. 1964, NATIONAL PETROLEUM RESERVE ALASKA ACCESS ACT; H.R. 1965, FEDERAL LANDS JOBS AND ENERGY SECURITY ACT; H.R. 1394, PLANNING FOR AMERICAN ENERGY ACT OF 2013; AND H.R. 555, BLM LIVE INTERNET AUCTIONS ACT",House Committee on Natural Resources,Legislative
2013-05-21,"PERSPECTIVES ON THE MANAGEMENT OF FEDERAL AND STATE LAND: TESTIMONY BY GOVERNOR GARY R. HERBERT (R-UT), CHAIRMAN OF THE WESTERN GOVERNORS' ASSOCIATION",House Committee on Natural Resources,Fact Finding
